GeneName	HJV5JBCXX_PR0478_01A0202	HJV5JBCXX_PR0478_02A0403	HJV5JBCXX_PR0478_03A1105	HJV5JBCXX_PR0478_04A1206
Bend7	0	0	7	1
Bend4	571	485	367	496
Bend5	41	17	0	7
Bend3	205	195	264	252
Sfi1	1657	1636	2212	1753
4933430M04Rik	0	0	0	0
Olfr1349	0	0	0	0
Olfr1348	0	0	0	0
Gdi2	13079	13986	13588	16063
Olfr1344	0	0	0	0
Olfr1347	0	0	0	1
Olfr1346	0	0	0	0
Olfr1341	0	0	0	0
Olfr1340	0	0	0	0
Olfr1342	0	0	0	0
H2-Ab1	29	69	22	19
Gm9866	0	0	0	0
Mir7083	0	0	0	0
Plekho2	3076	2781	3738	4083
Plekho1	34	39	70	60
Mir7080	0	0	0	0
Cpt2	845	1061	1205	988
Tmem241	985	1032	1129	1012
Fcho1	3418	4057	3822	4622
Bean1	0	0	3	0
Pa2g4	1100	1173	1448	1555
Prpf8	7675	8762	7872	9543
Prpf3	1213	1579	1354	1488
Prpf4	1475	1673	1577	1761
Prpf6	4815	4858	4640	5117
Ninl	0	1	4	0
Itch	5323	5238	4551	4534
Mical1	8066	7815	9587	10586
Mical2	103	47	61	85
Mical3	1	9	13	6
Gm904	0	0	0	0
Uso1	3736	4077	3309	4293
Gm906	0	0	0	0
Abhd16b	0	0	0	0
Abhd16a	2125	2284	2397	2506
Frk	8	0	15	0
Acox3	1046	1174	1175	1276
Acox1	1098	1293	1198	1265
Pnmal2	0	0	0	0
Pnmal1	0	0	0	0
Fry	825	893	1344	1058
Sdhaf1	324	480	541	501
Sdhaf2	1835	1717	2043	2101
Sdhaf3	147	204	230	214
Sdhaf4	780	800	855	1096
4930527G23Rik	0	0	0	0
Btbd19	861	944	952	951
Btbd18	16	0	42	0
Zscan25	30	37	29	42
Zscan26	773	722	885	792
Btbd16	0	4	15	44
Btbd11	3933	4509	3664	5486
Btbd10	706	633	830	655
Zscan22	597	692	600	824
Lmf2	2060	2094	2315	2215
Lmf1	620	609	634	667
Acoxl	23	50	37	56
1700037C18Rik	103	89	89	125
Tmco1	1672	1722	1428	2088
Tmco2	0	0	0	0
Tmco3	893	809	788	835
Tmco4	2270	2138	2280	2282
Tmco5	3	0	0	0
Tmco6	627	650	572	606
Zmat1	549	549	641	516
Zmat3	411	255	269	343
Zmat2	1259	1271	1447	1647
Zmat5	1136	1055	1286	1357
Zmat4	0	0	6	2
Ankrd45	0	0	0	0
Ankrd44	13650	13165	14173	14578
Ankrd46	1181	1167	1575	1542
Pom121	1759	2367	1793	2785
Ankrd40	3354	3314	3839	4159
1810062O18Rik	36	47	24	33
Ankrd49	529	645	751	617
Cyb561d1	726	1044	1052	944
Cyb561d2	764	866	1100	1180
D030024E09Rik	0	0	0	0
Rnf167	4962	5355	4680	5327
Rnf166	7595	8244	8700	9209
Rnf165	0	0	1	0
Rnf169	1221	1380	1219	1440
Rnf168	1022	1166	1264	932
Eaf1	2244	1930	1835	1880
Eaf2	0	0	3	1
Rad51d	1072	1016	1005	1166
Rad51c	27	42	19	24
Rad51b	6	17	35	43
Col27a1	4	7	10	3
Zfp235	544	463	431	354
Zfp236	1594	1655	2039	2100
Zfp239	270	314	169	387
Fibin	0	0	0	5
Olfr259	0	0	0	0
Wdr20rt	1	0	0	0
Qrich2	2	1	1	6
Olfr251	0	0	0	0
Olfr250	0	0	0	0
Olfr257	0	0	0	0
Mir7648	0	0	0	0
Mir7649	0	0	0	0
Alg8	677	599	592	630
Alg9	727	712	814	791
Hal	0	2	10	2
Alg2	507	525	480	524
Alg3	629	734	867	887
Alg1	525	610	716	675
Alg6	310	228	341	468
Mir7646	0	0	0	0
Alg5	1463	1413	1856	1989
1700012P22Rik	0	0	0	0
Wif1	0	0	0	0
Hephl1	2	1	0	0
Hif1an	2354	2453	2492	2457
Rabl6	1292	1317	1423	1825
1600002K03Rik	196	206	145	225
Rabl2	5	6	11	39
Rabl3	221	161	275	289
Pacrgl	191	234	271	315
Kdf1	0	29	25	24
Slc16a14	0	0	0	0
Slc16a11	10	5	4	1
Slc16a10	60	34	23	16
Slc16a13	132	78	217	87
Slc16a12	0	1	0	0
Pcna	1995	2095	2734	2427
Ppp2r2cos	0	0	1	0
4930598F16Rik	0	0	0	0
Pcnp	3173	3805	3347	3527
Hipk1	9513	10116	10365	12404
B130034C11Rik	52	35	36	29
Pcnt	2704	2543	2592	2839
Hipk4	0	0	2	2
Pcnx	784	812	1052	777
B9d2	499	687	519	603
B9d1	8	3	22	21
Fam103a1	1967	1947	2004	2269
Guk1	1668	1899	1999	2236
9530036O11Rik	0	0	1	0
Inmt	1	0	1	0
Gm14092	0	0	0	0
H2-Q9	0	0	0	0
H2-Q8	2	2	4	6
H2-Q5	672	567	844	761
H2-Q4	293	209	331	364
H2-Q7	0	0	0	0
H2-Q6	0	0	0	0
H2-Q1	3	1	1	1
H2-Q2	0	0	19	13
Traf3ip3	2979	3768	3545	4431
Traf3ip2	1598	1707	1545	1940
Traf3ip1	245	318	576	372
Lpxn	5459	6065	5888	7745
Pnlip	0	0	0	0
Dnajc28	39	79	20	37
Dnajc27	217	434	338	393
Dnajc25	192	201	158	150
Dnajc24	288	390	370	387
Dnajc22	0	0	2	0
Dnajc21	969	1080	793	1225
Mtmr9	543	548	747	722
Mtmr7	198	204	200	311
Mtmr6	4338	4476	5068	4977
Mtmr4	2279	2190	1381	2353
Mtmr3	5424	5415	5250	6102
Mtmr2	3020	2296	3361	2526
Mtmr1	3392	3504	3625	4178
Cars	728	1071	1003	870
Abcb11	0	1	0	6
2410015M20Rik	1249	1501	1357	1741
Carf	350	291	194	284
Fbxl12os	0	11	12	9
Otop1	0	0	0	0
Abcb1b	929	996	1329	1169
Car8	1	0	0	1
Otop2	0	0	0	0
Scarf2	0	0	7	2
Scarf1	1	3	4	10
Car2	114	130	88	1013
Car3	0	0	0	0
Car1	0	0	3	181
Car6	0	0	0	0
Car7	111	81	158	119
Car4	0	0	0	0
Gm6938	0	0	0	0
Pgk2	15	0	13	21
Gm6936	3	0	0	0
Pgk1	961	1014	980	1355
Snora33	15	4	7	6
Snora31	69	110	50	47
Snora30	2	0	2	7
Snora35	0	0	0	0
Snora34	1	3	4	2
8030462N17Rik	228	176	274	217
Fgfr1op2	6926	7742	6598	8028
Ppip5k2	2851	2642	3014	3609
Ppip5k1	461	308	416	319
Pigyl	239	293	317	434
Sh3tc1	22	28	47	74
Sco1	340	392	324	435
Kars	4544	5002	4927	5606
Dpy19l2	0	0	0	0
Dpy19l3	715	837	738	761
Dpy19l4	186	119	294	211
Ccdc47	3930	4425	4264	4511
Krtap6-5	0	0	0	0
Ccdc43	1148	1149	1214	1139
Krtap6-2	0	0	0	0
Krtap6-1	0	0	0	0
Ccdc40	64	34	114	107
Actl6a	2139	2843	2751	2720
Actl6b	0	0	0	0
Mannr	0	0	0	0
Mbp	6224	7413	4904	7126
Gm4794	0	0	3	0
Gm4792	0	0	0	0
1700054M17Rik	0	0	0	0
Mir344h-2	0	0	0	0
Mir344h-1	0	0	0	0
Mylip	2310	2482	2465	2463
Xpnpep1	1779	1629	2112	1994
Xpnpep2	37	31	13	56
Xpnpep3	481	400	243	493
4732416N19Rik	2	4	5	1
Tmem259	637	674	633	683
Tmem258	1146	1215	1336	1555
Tmem256	317	364	378	470
Tmem253	0	4	1	2
Tmem252	0	0	0	0
Tmem251	1815	1752	2107	2189
Gm5771	0	0	0	0
Gm5779	0	6	0	1
Mterf1a	229	343	329	282
Mterf1b	82	101	66	115
Adh6a	0	0	0	0
Mars2	393	542	483	429
Vmn1r187	0	0	0	0
Vmn1r186	0	0	0	0
Vmn1r185	0	0	0	0
Vmn1r184	0	0	8	0
Vmn1r183	0	0	0	0
Vmn1r181	0	0	0	0
Vmn1r180	0	0	0	0
Dnal4	131	167	212	186
Fam178b	2	0	6	0
Vmn1r189	0	0	0	0
Dnal1	1	10	1	0
C1s1	0	0	0	0
C1s2	0	0	0	0
Znrd1as	45	112	42	97
2900076A07Rik	74	86	136	146
Olfr1467	0	0	0	0
Olfr1461	0	0	0	0
Arfip1	1902	1812	1887	2212
Arfip2	360	344	331	375
9230009I02Rik	0	0	0	0
Vmn1r238	0	0	0	0
1700016H13Rik	0	0	0	0
Vmn1r235	0	0	0	0
Vmn1r234	0	0	0	0
Vmn1r237	0	0	0	0
Vmn1r236	0	0	0	0
Vmn1r231	0	0	0	0
Vmn1r230	0	0	0	0
Vmn1r233	0	0	0	0
Vmn1r232	0	0	0	0
Os9	7785	8229	8501	9287
Gm6484	0	0	2	0
Dpep1	0	0	0	0
Dpep2	16	6	5	0
Dpep3	0	0	0	0
Hells	977	698	1379	1274
Hyou1	974	1078	1285	1639
Sult1a1	11	12	2	3
Ushbp1	1	0	1	0
Gm6150	0	0	0	0
Osm	606	628	744	747
Snap25	0	0	0	0
Snap23	1817	2024	1467	2070
Avpr2	17	9	4	7
Snap29	1007	928	734	931
Sh3bp5l	1113	1158	1058	1260
4930525C09Rik	0	0	0	0
4430402I18Rik	6	14	26	2
Dpf2	3587	4290	3987	4752
Dpf3	9	0	17	15
Dpf1	0	0	0	0
Olfr311	0	0	0	0
Phyhd1	84	43	33	38
Mir3470b	0	0	0	0
Nkiras2	266	273	295	310
Mir28a	0	1	0	0
E530011L22Rik	32	27	28	20
Faap100	867	1123	1020	1112
Mir28c	0	0	0	0
Use1	1526	1769	1798	2010
Egln3	37	111	57	40
Egln2	2365	2412	2280	2803
Egln1	3715	4245	3711	3920
Wnt10a	0	2	0	0
Wnt10b	0	0	0	0
Apeh	2176	2740	2329	3099
Olfr43	0	0	0	0
Mcf2	0	0	0	0
Aplnr	0	0	0	0
Odf3b	12	4	0	0
Gbe1	1378	1394	1198	1503
C130074G19Rik	0	0	0	0
Gm10408	0	0	0	0
Gm10409	0	0	0	0
Cyp3a44	0	0	0	0
Krt33b	0	0	0	0
Krt33a	0	0	0	0
Gm10406	0	0	0	1
Fdft1	481	501	438	541
Clasrp	414	603	637	566
Scly	1078	1561	1470	1846
Jkamp	893	1005	961	1089
Ska3	49	17	74	47
Ska2	244	294	386	508
4932411N23Rik	0	0	0	0
Gdpgp1	655	728	636	636
Nhlh2	0	1	0	0
Dhx38	1502	1673	1585	1609
Dlk1	0	0	0	8
Gngt2	189	120	194	261
Gngt1	2	0	1	0
Dlk2	0	13	18	9
Gosr2	5714	6315	5775	6806
Dhx32	1003	896	860	1275
Dhx33	1162	1457	1072	1477
Dhx34	1162	996	1323	1472
Dhx35	810	666	968	732
Dhx36	4211	4208	4748	4761
Dhx37	763	1214	1033	1211
Cops8	3010	3019	3396	3537
Cops2	2914	2888	2866	3086
Cops3	1995	1896	1797	2022
Cops6	4067	4690	5007	5789
Cops4	2170	2888	2439	2683
Cops5	1052	927	1175	1260
4933402J10Rik	0	0	0	0
Dhcr24	62	67	33	39
1700024G13Rik	0	0	0	0
C330013J21Rik	2	26	6	21
Lppos	66	104	115	138
Mir16-1	1	0	0	1
Mir16-2	7	9	8	2
Brca1	159	230	289	316
Brca2	439	378	430	307
2310043O21Rik	4	0	0	0
Acap1	6197	5819	6702	7956
Acap2	2971	3130	3090	3337
Acap3	1608	1627	1965	1913
Ep400	3091	3132	3203	3278
4933436I01Rik	0	0	0	0
H2-DMb2	0	8	0	5
H2-DMb1	0	4	18	54
Rps6kb1	4165	4250	3967	4434
Rps6kb2	481	376	557	552
Samd7	0	0	1	0
Eras	0	0	0	0
Tnrc6c	2644	2658	2432	2915
Cald1	0	1	0	9
Snord96a	74	35	77	53
Grifin	0	1	10	8
Trmt2b	887	850	1033	1178
Dkk3	14	0	0	0
0610007P14Rik	1444	1645	1766	1974
Cryba2	0	0	0	0
Cryba1	1	0	4	1
Cryba4	4	1	7	13
Gm12018	0	0	0	0
G630093K05Rik	0	0	0	0
Tnfsf13	0	0	0	0
Tnfsf12	0	0	0	0
Tnfsf11	41	20	25	28
Tnfsf10	1224	1227	997	1353
Tnfsf15	0	0	7	0
Tnfsf14	501	373	492	698
Snord38a	0	2	0	1
Tnfsf18	3	0	8	1
Psg18	0	0	0	0
Psg19	1	0	0	0
Setd1a	259	229	233	347
Setd1b	430	494	441	496
Arhgef10l	0	0	0	24
Olfr1061	0	0	0	0
Olfr1062	0	0	0	0
Olfr1065	0	0	0	0
Olfr1066	0	0	0	0
Mir7018	0	0	0	0
Recql5	698	656	667	888
Recql4	75	28	118	44
Gcnt7	158	206	261	171
Nkap	1704	1541	1836	1887
Mir5118	0	0	0	0
Mir5119	5	9	7	21
Mir5116	0	0	0	0
Gcnt1	17	1	28	79
Mir5114	0	0	0	0
Mir5112	0	0	0	0
Mir5113	0	0	0	0
Mir5110	1	0	0	1
Fam170b	0	0	0	0
Crtam	4926	5086	4961	5456
Fam170a	0	0	0	0
Prame	2	0	3	0
Mir6947	0	0	0	0
Csf1	22	71	65	25
Csf2	14	0	24	2
Csf3	0	0	0	0
Dclre1b	1026	1042	1228	1246
Dclre1c	388	405	499	350
Dclre1a	473	413	739	583
Sycn	0	0	0	0
Zfp583	34	48	44	93
Zfp580	37	53	52	56
Adap1	206	311	203	244
Adap2	0	0	0	0
Pram1	26	6	32	24
Edc3	2771	2522	2458	3026
Aak1	6106	5914	5950	6549
Edc4	5302	5088	5627	5532
Avpi1	98	136	154	158
Atcayos	0	0	0	0
Nek10	0	0	2	0
Asap1	2192	2768	1849	3116
Asap2	115	242	326	287
Asap3	1	0	0	8
Mir770	0	0	0	0
Hyls1	249	168	192	227
D10Jhu81e	635	491	629	692
1810020O05Rik	0	0	0	0
Mir483	0	0	0	0
Mir486	0	0	0	0
Mir484	1	2	0	3
Mir485	0	0	0	0
Rps15a-ps4	20	11	20	18
Mir488	0	0	0	0
Mir489	0	0	0	0
Mir1912	0	0	0	0
Apol7a	0	0	0	0
Apol7c	0	0	0	18
Apol7b	25	16	2	7
Apol7e	2397	3414	3177	3870
Apol7d	1	0	1	0
Ism2	0	10	0	0
Ism1	0	0	2	0
Fibp	893	730	1070	859
Kcnmb1	22	6	19	0
Pcdha3	0	0	0	0
Kcnmb3	6	3	8	4
Pcdha1	0	0	0	0
Pcdha6	0	0	0	0
Pcdha7	0	0	0	0
Pcdha4	0	0	0	0
Pcdha5	0	0	0	0
Pcdha8	0	0	12	0
Dupd1	0	1	0	0
Fhad1	0	0	0	0
Cacna2d2	22	35	14	33
Cacna2d3	3	0	9	0
Cacna2d1	0	0	8	0
Cacna2d4	150	180	315	308
Aagab	2630	2737	2911	2749
1700066B19Rik	86	109	78	88
Ndufv3	1275	1313	1554	1894
Ndufv2	2310	2689	2763	3154
Ndufv1	2306	2484	3342	3292
Lyzl4os	0	0	2	0
BC002163	37	47	60	51
4930559C10Rik	0	0	0	0
Oxct1	2967	2764	2529	2814
Wdhd1	692	669	1058	1051
Gpa33	0	0	0	0
Aadat	0	0	1	1
BC089597	0	0	0	0
3110039I08Rik	0	0	0	0
Aadac	0	0	0	0
Gm23284	0	0	0	0
Cdc27	1475	1083	1487	1528
Cdc26	599	658	582	806
Cdc23	2391	2730	2323	2583
Cdc20	168	222	426	311
Olfr772	0	0	0	0
Olfr773	2	0	0	0
Olfr770	0	0	0	0
Olfr771	0	0	0	0
Olfr776	0	0	0	0
Olfr777	0	0	0	0
Olfr774	0	0	0	0
Olfr775	0	0	0	0
Nol11	2185	2446	2049	3009
Nol10	627	594	668	875
Nol12	549	548	587	824
Morn5	2	1	0	0
Morn4	0	0	14	20
Morn1	7	6	7	2
Morn3	11	5	22	8
Morn2	7	2	45	22
Adamts13	0	0	0	0
Zbtb22	729	859	687	658
Zbtb20	1345	1452	1230	1529
Zbtb21	607	544	878	870
Zbtb26	112	248	103	251
Hils1	0	0	0	0
Zbtb25	1133	1470	1223	1453
Mgat4e	0	0	0	0
Psd2	0	0	0	0
Otud5	3107	3601	3319	3902
Otud4	4666	5493	5559	6400
Otud3	83	94	96	59
Otud1	868	719	581	633
G6b	0	0	0	0
A4gnt	0	1	0	1
Stra13	881	801	990	1073
Gphn	837	813	888	1058
Fam76b	1274	1407	1602	1633
Fam76a	891	1066	988	1228
Insl6	709	550	896	935
Mgat4b	216	364	391	269
Olfr385	0	0	0	0
Scarletltr	0	0	0	1
Vps35	6020	6530	6670	7079
Vps36	1477	1437	1290	1552
Vps39	2253	2072	2495	2241
LOC100048884	0	0	0	0
Gm14685	0	0	0	0
3930402G23Rik	0	0	0	0
Lhpp	74	80	99	137
Adamts17	0	3	0	0
Pde4dip	2603	2546	2248	2604
1700016C15Rik	25	0	10	8
2210409D07Rik	3	0	0	0
A930001C03Rik	0	0	0	0
Eef2	67030	75703	65634	83823
1500009C09Rik	0	0	0	0
Gm5091	0	0	0	0
Gm5095	0	0	0	2
Endod1	1704	1685	1973	1692
Gtf2e2	892	848	830	963
1700069L16Rik	0	0	0	0
Slc31a1	513	589	534	801
Slc31a2	194	227	260	193
Camk2n2	2	3	3	2
Camk2n1	142	132	232	208
Gm5634	0	0	0	0
Gm5635	0	0	0	0
Ctbs	178	115	207	327
Mtm1	384	210	492	422
Ap3m2	1954	1710	1541	2025
Hmgn5	746	600	780	813
Hmgn3	1	0	0	10
Hmgn2	1697	1976	2442	2508
Hmgn1	1929	2843	2336	2405
5430425K12Rik	0	0	0	0
Specc1	321	326	488	226
Snord98	1	10	2	6
Snord99	0	0	1	11
1190002N15Rik	2458	2498	2319	2860
Snord95	34	30	33	22
Snord90	1	1	2	0
Snord92	9	3	6	5
Snord93	3	1	26	2
Cd74	75	225	322	2541
Cd70	5	0	0	0
Cd72	1325	1581	1207	1565
Dcxr	125	102	161	197
Nudt22	213	287	318	298
Nudt21	604	560	615	814
BC018473	0	0	0	0
Fam162a	726	766	826	1033
Fam162b	0	0	0	0
Npm3-ps1	1	2	2	1
Zfp91Cntf	0	0	0	0
Vmn1r56	0	0	0	0
Vmn1r57	0	0	0	0
Vmn1r54	0	0	0	0
Vmn1r55	0	0	0	0
Ankub1	0	0	2	0
Vmn1r53	0	0	0	0
Vmn1r50	0	0	0	0
Vmn1r51	0	0	0	0
Gm7168	0	0	0	0
Gsdma	0	0	0	0
Gsdmc	0	0	0	0
Gsdmd	1043	965	1425	1513
Vmn1r58	0	0	0	0
Vmn1r59	0	0	0	0
Azi2	4216	3867	3938	4177
Hadh	1290	1662	1606	1723
Acsf3	95	98	201	103
Gm10714	0	0	0	0
Gnptab	5734	5446	5828	6164
Mcidas	0	0	0	0
Tgfbr3	231	226	223	258
Tgfbr2	10914	13558	10970	12627
Chml	73	88	14	56
4930581F22Rik	148	129	256	220
Cyp2c37	0	0	0	4
Alg11	2811	2781	2542	2621
Cyp2c39	0	0	0	0
Cyp2c38	0	0	0	0
Alg14	198	214	252	317
Snord32a	1	7	14	6
6430550D23Rik	4	10	0	17
Rhbdl2	0	1	0	0
Gm8765	0	0	0	0
Gm8764	0	0	0	0
Hsp90ab1	32372	38243	31912	36839
Gucy1a3	9	2	6	8
Gucy1a2	19	0	0	0
1810011O10Rik	0	0	0	0
Gm2694	0	0	1	0
Gm2696	0	0	0	0
Gm1527	0	0	0	0
Tac2	0	0	0	1
Tac4	0	4	1	0
Rhobtb2	1936	2731	2454	2635
Rhobtb3	0	0	0	26
Rhobtb1	0	0	0	0
Tbck	2631	2693	2821	3082
Tbce	676	615	720	756
Tbcd	1454	1396	1855	1605
Tbcc	897	1060	1024	1288
Tbcb	1294	1442	1454	1661
Tbca	1315	1214	1225	1979
Tmem44	2	2	2	0
Tmem47	0	0	0	0
Tmem40	0	0	0	7
Tmem43	4456	4683	5090	5152
Tmem42	425	447	458	576
Rab40c	836	1047	942	1428
Rab40b	0	1	0	0
Lacc1	0	0	0	2
Gm17769	0	0	1	0
Gm17762	15	0	4	9
Mir143hg	0	0	0	0
Ltbp1	0	0	0	0
Scx	0	0	3	0
Sct	0	0	0	0
1700025N23Rik	1	0	3	2
Arl2bp	5523	5275	5521	5955
1700030F18Rik	0	0	0	0
Rtbdn	2	1	1	0
Cytl1	0	0	0	0
Tecrl	0	0	21	0
Med14	3587	3395	3148	3503
Rpl8	18340	21508	18448	24541
Rpl9	11972	14308	12778	18207
Rpl6	9548	11574	10534	13709
Rpl7	22855	24804	23835	30419
Rpl4	55852	67001	54725	72174
Rpl5	1637	1777	1653	2195
Rpl3	28049	34177	28986	38632
Mecr	306	369	429	473
2310043L19Rik	0	0	0	0
Mir302d	0	0	0	0
Cntn3	1	1	6	0
Cntn1	1	0	9	0
Cntn6	1	0	3	2
Mir302a	0	2	0	0
Mir302b	0	0	1	1
Mir302c	0	1	0	0
Espl1	141	69	285	125
Olfr655	0	0	0	0
Fhod1	95	119	146	127
Nat9	122	136	175	121
Fhod3	0	0	4	5
Olfr1459	0	0	0	0
Cass4	13	10	10	4
Nat3	0	0	11	0
Nat2	148	107	147	123
Olfr1457	0	0	0	0
Dnmt1	6027	6741	7352	8036
Olfr1451	0	0	0	0
Olfr1450	0	0	4	0
Olfr1453	0	0	0	0
Scrg1	0	0	0	0
Pomt1	166	168	211	199
Pomt2	417	288	229	230
Sdr39u1	2028	1965	2031	2087
Fat3	0	0	3	1
Fat2	1	0	0	0
Fat1	0	0	0	0
Fat4	0	2	2	0
Tspan2	396	232	446	285
Tspan3	904	685	952	886
Tspan1	0	0	0	1
Tspan6	62	36	92	62
Tspan7	0	0	0	0
Tspan4	112	143	182	246
Tspan5	1524	1522	1540	1776
Tspan8	0	0	0	7
Tspan9	14	0	2	0
Ccin	0	0	0	1
Prm1	0	1	0	0
Prm3	0	0	0	0
Prm2	0	0	0	0
Gm14440	1	0	0	0
Gm15319	0	0	1	0
Gm15315	0	0	0	0
Wdr86	7	0	7	1
Pcp4l1	0	0	1	0
Wdr81	1095	1541	1202	1357
Wdr82	2653	3003	2435	3329
Wdr83	291	364	524	452
4930579G24Rik	258	405	605	270
Wdr89	455	357	484	465
Msmo1	850	722	610	825
Pitpna	11251	11748	12035	12266
Pitpnb	1896	2203	2002	2885
Itih5	94	21	108	62
Slc1a7	0	16	0	0
Gamt	11	10	9	10
Cfap126	39	24	73	25
Scpep1	757	749	889	762
Gm13251	51	26	20	24
Zfp628	71	144	181	170
Zfp629	33	31	77	42
Zfp626	319	277	335	339
Zfp622	2189	1917	1889	2107
Zfp623	382	507	328	275
Mbtps2	242	296	308	293
Mbtps1	3193	3104	3183	3825
4932414J04Rik	0	0	0	0
Lrit3	0	0	0	0
4931431B13Rik	0	0	0	0
Lrit1	0	0	0	0
Plcl2	4112	4341	4677	5776
Plcl1	107	54	59	22
Sall4	0	0	0	0
Sall1	0	0	0	0
Sall3	0	0	0	0
Sall2	11	22	27	82
2810471M01Rik	0	0	5	0
Gm16157	54	61	41	41
Gm16159	0	0	0	0
Rap2b	1292	1197	1467	1737
Rap2c	1734	2127	2240	2138
Pdxk	1335	1710	1779	2208
Mybph	0	0	0	0
Ctdspl2	2439	2698	2923	2837
Pdxp	553	319	537	451
Ache	0	0	0	4
Gabpa	2816	2830	2268	3099
Atg4d	2013	2051	2422	2209
5930438M14Rik	0	0	0	0
4930465M20Rik	1	3	0	0
Rdm1	1130	1128	1202	1349
Mir1897	0	0	0	0
Mir1896	0	0	0	0
Mir1895	0	0	0	0
Mir1894	13	9	19	8
Mir1893	0	0	0	0
Mir1892	0	0	0	0
Adcyap1	0	0	0	7
Impad1	973	1261	718	1172
Mir1899	0	0	0	0
Mir1898	30	31	61	26
Cyfip1	1189	899	1295	1573
Cyfip2	17280	19416	19478	21891
Abo	0	0	0	0
Abr	3876	4635	4587	4981
Mmp1a	0	0	0	0
Mmp1b	0	0	0	0
Kctd20	2848	3291	3145	3642
Kctd21	52	89	91	120
Smcr8	614	862	558	816
4930474M22Rik	0	0	0	0
Cela1	45	54	71	80
Mmp14	5	0	16	0
Mmp15	0	0	1	9
Mmp16	102	580	201	626
Mmp17	34	49	103	55
Mmp10	0	0	0	0
Mmp11	2	15	27	20
Mmp12	0	0	1	0
Mmp13	0	0	0	0
Mmp19	0	6	8	2
Klrb1f	114	146	326	267
Klrb1a	0	0	0	0
Klrb1b	0	0	33	0
Klrb1c	4140	3278	4783	4500
Gpsm2	301	707	767	774
Gpsm3	1206	1261	1870	1888
Gpsm1	702	403	532	546
4930469G21Rik	0	0	0	0
Ppef2	2	1	2	3
Ppef1	0	0	0	0
Olfr635	0	0	0	0
Olfr633	0	0	0	0
Olfr632	0	0	0	0
Olfr631	0	0	0	0
Olfr630	0	0	0	0
Olfr639	0	0	0	0
Olfr638	0	0	0	0
Oma1	770	1032	853	992
Gm5294	0	0	0	0
Bod1l	4594	4637	5361	5677
Dreh	0	1	0	0
Poteg	3	0	0	0
Tmem178b	0	0	0	0
4930433I11Rik	0	0	0	0
2700069I18Rik	0	0	0	0
Shroom4	0	0	0	11
Vangl1	0	0	0	1
Vangl2	0	0	0	0
C130060C02Rik	0	0	0	0
Maea	2983	2864	2566	3245
Csl	2	1	0	2
Gm14164	0	0	0	0
Sostdc1	0	0	0	0
Gm14169	0	0	0	0
Kalrn	14	15	6	16
Dmp1	0	0	0	0
Mael	0	2	0	0
Gm4907	0	0	0	0
Gm4906	0	0	0	0
1700099I09Rik	0	0	0	0
Sin3b	2053	1981	1877	2209
Ercc6l	227	275	206	240
Coasy	727	535	786	699
Stk38	10009	8109	10981	11256
Dmpk	0	0	10	0
Stk39	968	834	1118	1229
Tor4a	5766	6333	5780	6485
1700055C04Rik	0	0	0	0
Gm6225	8	2	7	2
Snrnp35	51	88	111	82
Gm22291	0	0	0	0
Cd274	1881	1878	2379	2468
Cd276	0	0	0	0
Fignl2	0	0	0	0
Fignl1	222	178	459	433
Dynlrb2	0	1	0	3
Nrk	8	0	7	4
Nrm	1587	1405	1791	1637
Nrl	0	0	0	0
Pim1	507	718	918	975
Atad3aos	31	49	44	19
Nrp	246	200	199	244
Cox7b2	0	0	0	0
Rara	1706	1700	2033	2103
Rarb	21	28	23	33
Brd4	3106	3299	3754	3315
Rarg	276	296	374	315
Ufm1	748	799	838	817
Rhbg	0	0	1	0
Fbn2	5	4	4	5
Fbn1	3	1	2	0
Rars	2336	2259	2341	2708
Gm38397	0	0	1	2
Wnt5b	0	12	0	0
Wnt5a	0	0	0	0
Col11a2	17	39	2	117
1700030O20Rik	0	0	0	0
Crat	147	242	267	194
Pcdh9	0	0	1	1
Obox7	0	0	0	0
Pcdh1	0	0	0	0
9130209A04Rik	0	0	0	0
9430015G10Rik	562	592	584	486
Obox3	0	0	0	0
Obox2	0	0	0	0
Obox1	0	0	0	0
Pcdh7	0	0	6	0
4931430N09Rik	0	0	6	0
Kcnv2	0	0	1	0
Kcnv1	0	0	0	0
Scfd1	2257	2000	2095	2756
Scfd2	804	1118	904	1066
Ipmk	1020	1226	1260	1631
Mir683-2	0	0	0	0
Mir683-1	0	0	0	0
Ogdhl	1	0	3	0
Maml2	3821	3754	4093	3925
Maml3	0	22	1	9
Mypop	217	280	243	255
Maml1	463	344	413	505
Gm20597	0	0	0	0
Gm20594	3	4	7	5
Qk	2381	2480	2120	2445
D830005E20Rik	1	0	0	0
Cml5	0	0	0	0
Oprm1	11	7	0	0
Cml1	82	152	133	161
Cml2	0	0	0	0
Cml3	0	0	0	0
Ppp2r5d	1401	1733	1613	1799
Ppp2r5e	1864	2418	1966	2262
Ppp2r5a	9373	11116	9136	11312
Ppp2r5b	540	743	510	622
Ppp2r5c	17167	17980	17832	18366
Tmem184a	0	0	0	0
Tmem184b	1003	1182	1240	1267
Tmem184c	1070	1049	1707	981
1700012I11Rik	0	0	0	0
9430083A17Rik	11	2	6	30
1700028K03Rik	19	9	26	17
Atpaf2	1104	1270	1022	1167
Atpaf1	633	747	679	643
Igfals	0	0	0	0
9330159F19Rik	0	0	1	0
Gm10488	0	0	0	0
Nifk	1551	1744	1516	1951
